a.d. Tramontana Spain,,,,,,,,,
Abadal Spain,,,,,,,,,
Abarth Italy,,,,,,,,,
Abbott United States,,,,,,,,,
Abbott-Detroit United States,,,,,,,,,
ABC United Kingdom,,,,,,,,,
ABC United States,,,,,,,,,
Aberdonia United Kingdom,,,,,,,,,
AC United Kingdom,,,,,,,,,
Ace United Kingdom,,,,,,,,,
Ace United States,,,,,,,,,
Acme United States,,,,,,,,,
Acura Japan,,,,,,,,,
Acura United States,,,,,,,,,
Adams United Kingdom,,,,,,,,,
Adams-Farwell United States,,,,,,,,,
Adler Germany,,,,,,,,,
Aero Czech Republic,,,,,,,,,
Aero Minor Czech Republic,,,,,,,,,
Aerocar United States,,,,,,,,,
AGA Germany,,,,,,,,,
Aixam France,,,,,,,,,
Ajax United States,,,,,,,,,
AJS United Kingdom,,,,,,,,,
Aland United States,,,,,,,,,
Alba France,,,,,,,,,
Albany United States,,,,,,,,,
Albert United Kingdom,,,,,,,,,
Albion United Kingdom,,,,,,,,,
Alco United States,,,,,,,,,
Alda France,,,,,,,,,
Alfa Italy,,,,,,,,,
Alfa Romeo Brazil,,,,,,,,,
Alfa Romeo Italy,,,,,,,,,
Alfa Romeo South Africa,,,,,,,,,
Allard United Kingdom,,,,,,,,,
Alldays United Kingdom,,,,,,,,,
Allen United States,,,,,,,,,
Allen-Kingston United States,,,,,,,,,
Alma France,,,,,,,,,
Alpena Flyer United States,,,,,,,,,
Alpine France,,,,,,,,,
Alta United Kingdom,,,,,,,,,
Alter United States,,,,,,,,,
Alva France,,,,,,,,,
Alvis United Kingdom,,,,,,,,,
AM General United States,,,,,,,,,
Ambassador United States,,,,,,,,,
Ambassador United States,,,,,,,,,
AMC United States,,,,,,,,,
American Bantam United States,,,,,,,,,
American Mors United States,,,,,,,,,
American Simplex United States,,,,,,,,,
American Underslung United States,,,,,,,,,
American United States,,,,,,,,,
Amilcar France,,,,,,,,,
Amphicar Germany,,,,,,,,,
Amplex United States,,,,,,,,,
Anchor United States,,,,,,,,,
Anderson United States,,,,,,,,,
Andre United Kingdom,,,,,,,,,
Angus-Sanderson United Kingdom,,,,,,,,,
Anhut United States,,,,,,,,,
Ansaldo Italy,,,,,,,,,
Antony France,,,,,,,,,
Apollo Germany,,,,,,,,,
Apollo United States,,,,,,,,,
Apperson United States,,,,,,,,,
Aquila Italiana Italy,,,,,,,,,
Arab United Kingdom,,,,,,,,,
Arash United Kingdom,,,,,,,,,
ArBenz United States,,,,,,,,,
Argo United States,,,,,,,,,
Argonne United States,,,,,,,,,
Argus Germany,,,,,,,,,
Argyll United Kingdom,,,,,,,,,
Argyll United Kingdom,,,,,,,,,
Ariel United Kingdom,,,,,,,,,
Ariel United States,,,,,,,,,
Ariès France,,,,,,,,,
Arista France,,,,,,,,,
Armstrong Siddeley United Kingdom,,,,,,,,,
Arnolt United States,,,,,,,,,
ARO Romania,,,,,,,,,
Arrol-Johnston United Kingdom,,,,,,,,,
Art & Tech Japan,,,,,,,,,
Artega Germany,,,,,,,,,
ASA Italy,,,,,,,,,
Asardo United States,,,,,,,,,
Ascari United Kingdom,,,,,,,,,
Ashton Evans United Kingdom,,,,,,,,,
ASL Japan,,,,,,,,,
Aster United Kingdom,,,,,,,,,
Aston Martin United Kingdom,,,,,,,,,
Astra United Kingdom,,,,,,,,,
Atalanta United Kingdom,,,,,,,,,
Atlas United States,,,,,,,,,
Atlas-Knight United States,,,,,,,,,
Atomo Italy,,,,,,,,,
ATS Italy,,,,,,,,,
Auburn United States,,,,,,,,,
Audi Germany,,,,,,,,,
Austin United Kingdom,,,,,,,,,
Austin United States,,,,,,,,,
Austin-Healey United Kingdom,,,,,,,,,
Austro-Daimler Austria,,,,,,,,,
Auto-Union Germany,,,,,,,,,
Autobianchi Italy,,,,,,,,,
Autobleu France,,,,,,,,,
Autocar United States,,,,,,,,,
Autonacional Spain,,,,,,,,,
Autovia France,,,,,,,,,
Avanti United States,,,,,,,,,
AWZ-Zwickau Germany,,,,,,,,,
Aymesa Ecuador,,,,,,,,,
AZLK Russian Federation,,,,,,,,,
B Engineering Italy,,,,,,,,,
b+b Germany,,,,,,,,,
Babcock United States,,,,,,,,,
BAC United Kingdom,,,,,,,,,
Badger United States,,,,,,,,,
Bailey United States,,,,,,,,,
Ballot France,,,,,,,,,
Banker United States,,,,,,,,,
Baojun China,,,,,,,,,
Batten United Kingdom,,,,,,,,,
Bay State United States,,,,,,,,,
Bayliss-Thomas United Kingdom,,,,,,,,,
Bean United Kingdom,,,,,,,,,
Beardmore United Kingdom,,,,,,,,,
Beck Switzerland,,,,,,,,,
Bédélia France,,,,,,,,,
Beebe United States,,,,,,,,,
Beggs United States,,,,,,,,,
Beijing China,,,,,,,,,
BEL United States,,,,,,,,,
Belden United States,,,,,,,,,
Bell United States,,,,,,,,,
Bellanger France,,,,,,,,,
Belmont United States,,,,,,,,,
Belsize United Kingdom,,,,,,,,,
Ben Hur United States,,,,,,,,,
Benjamin France,,,,,,,,,
Bentley United Kingdom,,,,,,,,,
Benz Germany,,,,,,,,,
Berg United States,,,,,,,,,
Bergdoll United States,,,,,,,,,
Berkeley United Kingdom,,,,,,,,,
Berkshire United States,,,,,,,,,
Berliet France,,,,,,,,,
Bertone Italy,,,,,,,,,
Bianchi Italy,,,,,,,,,
Biddle United States,,,,,,,,,
Bignan France,,,,,,,,,
Billy United States,,,,,,,,,
Birch United States,,,,,,,,,
Birmingham United States,,,,,,,,,
Bitter Germany,,,,,,,,,
Bizzarrini Italy,,,,,,,,,
Black Crow United States,,,,,,,,,
BLM United States,,,,,,,,,
Blomstrom United States,,,,,,,,,
BMW Germany,,,,,,,,,
BMW South Africa,,,,,,,,,
BMW-Isetta Germany,,,,,,,,,
Bollée France,,,,,,,,,
Bolwell Australia,,,,,,,,,
Bond United Kingdom,,,,,,,,,
Borgward Germany,,,,,,,,,
Bour-Davis United States,,,,,,,,,
Bowman United States,,,,,,,,,
